Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Loan_Term,Disbursal_Date,Repayment_Start_Date,Repayment_End_Date,Loan_Status,Overdue_Amount,EMI_Amount,Collateral_Details
L000267,C027460,413619,7.57,12,2020-10-15,2020-11-15,2021-10-15,Closed,0,99634,Vehicle
L000268,C049873,1325373,10.4,24,2023-09-02,2023-10-02,2025-09-02,Active,0,80246,Property
L000269,C047846,3562639,9.85,60,2023-03-15,2023-04-15,2028-03-15,Closed,0,24853,Vehicle
L000270,C047829,4540064,13.18,36,2020-09-30,2020-10-30,2023-09-30,Overdue,22211,15052,None
L000271,C003035,2986767,8.32,60,2023-09-11,2023-10-11,2028-09-11,Overdue,0,6260,Vehicle
L000272,C005234,3459669,10.26,48,2023-02-15,2023-03-15,2027-02-15,Overdue,0,51950,None
L000273,C034793,2425008,7.94,60,2020-03-04,2020-04-04,2025-03-04,Closed,19288,50563,Property
L000274,C017124,4484219,12.62,24,2023-04-01,2023-05-01,2025-04-01,Overdue,9689,93612,Vehicle
L000275,C030056,2208467,12.28,36,2021-01-26,2021-02-26,2024-01-26,Closed,46145,15525,Property
L000276,C056172,1350285,9.05,36,2022-04-23,2022-05-23,2025-04-23,Overdue,0,95953,None
L000277,C056254,4124471,8.69,36,2022-07-14,2022-08-14,2025-07-14,Overdue,0,27377,None
L000278,C002082,3088776,10.73,36,2020-02-05,2020-03-05,2023-02-05,Closed,1004,90052,Vehicle
L000279,C035073,1553480,12.53,60,2023-05-25,2023-06-25,2028-05-25,Overdue,45166,4141,Property
L000280,C007655,76792,9.26,24,2024-07-31,2024-08-31,2026-07-31,Overdue,48167,47832,Vehicle
L000281,C027161,3902785,14.21,12,2024-07-07,2024-08-07,2025-07-07,Active,0,51457,Property
L000282,C020870,1779004,14.44,36,2021-08-29,2021-09-29,2024-08-29,Closed,0,32213,Vehicle
L000283,C009039,867416,14.47,12,2022-10-02,2022-11-02,2023-10-02,Overdue,0,17729,Property
L000284,C016238,1613346,13.97,24,2022-06-10,2022-07-10,2024-06-10,Active,0,88271,Property
L000285,C018150,3916967,9.97,36,2020-12-20,2021-01-20,2023-12-20,Closed,9317,52148,Vehicle
L000286,C036411,3876146,13.76,36,2022-01-03,2022-02-03,2025-01-03,Active,44162,36889,None
L000287,C054110,4816610,12.07,12,2023-07-07,2023-08-07,2024-07-07,Overdue,13273,90077,None
L000288,C033165,1808679,7.57,12,2024-03-29,2024-04-29,2025-03-29,Active,0,11087,Property
L000289,C018583,3185465,9.04,36,2022-08-18,2022-09-18,2025-08-18,Closed,14815,3446,None
L000290,C068298,3934241,7.87,24,2020-01-31,2020-02-29,2022-01-31,Active,2415,65211,None
L000291,C045398,4004759,11.54,60,2023-08-09,2023-09-09,2028-08-09,Active,13210,81468,None
L000292,C067223,4476205,14.36,36,2023-05-04,2023-06-04,2026-05-04,Closed,0,12372,None
L000293,C058102,2876624,9.78,12,2021-03-05,2021-04-05,2022-03-05,Overdue,0,39587,Property
L000294,C055216,502832,8.57,48,2022-03-01,2022-04-01,2026-03-01,Active,34547,62169,None
L000295,C037706,519369,13.76,36,2024-12-21,2025-01-21,2027-12-21,Overdue,0,15621,Vehicle
L000296,C037221,1143598,12.72,48,2023-02-27,2023-03-27,2027-02-27,Closed,15894,70467,Vehicle
L000297,C001640,2402550,12.38,36,2020-04-06,2020-05-06,2023-04-06,Overdue,0,24064,Property
L000298,C023438,4749150,8.56,48,2022-09-15,2022-10-15,2026-09-15,Active,42764,18841,None
L000299,C034116,3496414,11.21,24,2020-06-20,2020-07-20,2022-06-20,Active,0,85457,Vehicle
L000300,C043497,1590561,11.68,12,2024-04-27,2024-05-27,2025-04-27,Overdue,1404,40917,Vehicle
L000301,C006804,2877763,9.02,24,2022-03-11,2022-04-11,2024-03-11,Overdue,0,91477,Property
L000302,C005031,2569515,12.82,48,2021-06-24,2021-07-24,2025-06-24,Active,0,62043,Vehicle
L000303,C050786,275020,14.74,36,2020-01-10,2020-02-10,2023-01-10,Overdue,49972,35151,Vehicle
L000304,C057277,3748896,10.14,60,2023-04-20,2023-05-20,2028-04-20,Overdue,16934,52494,Vehicle
L000305,C009207,86398,13.11,48,2021-08-21,2021-09-21,2025-08-21,Closed,0,58761,Vehicle
L000306,C057237,1636044,14.68,12,2020-10-31,2020-11-30,2021-10-31,Overdue,0,44865,Vehicle
L000307,C064363,3275585,9.8,60,2023-03-20,2023-04-20,2028-03-20,Closed,0,93831,Vehicle
L000308,C042576,3489452,10.89,12,2024-02-25,2024-03-25,2025-02-25,Active,0,65258,Vehicle
L000309,C045348,101084,12.64,12,2021-09-07,2021-10-07,2022-09-07,Overdue,0,6247,Property
L000310,C035912,1478245,7.33,48,2020-07-28,2020-08-28,2024-07-28,Closed,29436,83329,None
L000311,C042695,989688,14.09,48,2020-11-07,2020-12-07,2024-11-07,Active,10675,42784,None
L000312,C021224,2393893,7.58,60,2022-08-29,2022-09-29,2027-08-29,Active,0,84836,Property
L000313,C062206,851917,13.91,24,2020-11-24,2020-12-24,2022-11-24,Overdue,15031,17877,Vehicle
L000314,C066571,437532,9.66,24,2023-02-21,2023-03-21,2025-02-21,Overdue,0,88393,None
L000315,C002961,2455189,8.13,60,2022-08-19,2022-09-19,2027-08-19,Closed,0,51017,Vehicle
L000316,C053659,2577337,9.48,48,2022-02-10,2022-03-10,2026-02-10,Active,40903,67719,Vehicle
L000317,C009785,4141130,11.75,36,2024-06-02,2024-07-02,2027-06-02,Overdue,14647,52689,Vehicle
L000318,C004811,1089745,9.43,12,2023-04-11,2023-05-11,2024-04-11,Closed,47670,4612,None
L000319,C019925,429898,11.51,48,2023-08-22,2023-09-22,2027-08-22,Active,0,63692,Property
L000320,C055638,425798,11.21,24,2023-05-07,2023-06-07,2025-05-07,Overdue,0,5877,None
L000321,C064390,1841133,13.6,36,2022-11-12,2022-12-12,2025-11-12,Overdue,43808,31874,None
L000322,C021137,443784,13.3,48,2024-11-13,2024-12-13,2028-11-13,Closed,0,26564,Vehicle
L000323,C022087,1542037,9.62,60,2023-05-03,2023-06-03,2028-05-03,Closed,1227,74649,None
L000324,C056342,3268939,8.64,48,2023-06-30,2023-07-30,2027-06-30,Overdue,9269,64179,Property
L000325,C060269,3171818,8.72,36,2022-06-14,2022-07-14,2025-06-14,Active,0,85040,Vehicle
L000326,C028141,3881109,14.7,12,2023-09-27,2023-10-27,2024-09-27,Closed,33221,70410,Property
L000327,C065950,275523,13.59,48,2020-06-20,2020-07-20,2024-06-20,Overdue,0,66507,Property
L000328,C064129,3304474,9.03,12,2023-12-04,2024-01-04,2024-12-04,Overdue,0,24006,Vehicle
L000329,C028865,413081,11.47,60,2020-05-31,2020-06-30,2025-05-31,Active,45039,56203,Vehicle
L000330,C009921,562554,12.33,24,2023-05-25,2023-06-25,2025-05-25,Overdue,0,87596,None
L000331,C039654,538022,10.87,36,2023-08-17,2023-09-17,2026-08-17,Overdue,0,69674,None
L000332,C021883,3925649,13.41,60,2021-03-22,2021-04-22,2026-03-22,Active,0,24309,None
L000333,C053729,2519215,7.85,36,2021-03-13,2021-04-13,2024-03-13,Overdue,41266,52956,Property
L000334,C056325,4659115,14.96,12,2023-08-03,2023-09-03,2024-08-03,Active,9771,31738,Property
L000335,C061192,1450270,7.15,12,2021-05-28,2021-06-28,2022-05-28,Closed,0,43673,Vehicle
L000336,C038402,1069545,12.9,12,2023-02-15,2023-03-15,2024-02-15,Closed,4387,91115,None
L000337,C047995,2939458,12.99,60,2024-03-25,2024-04-25,2029-03-25,Active,19025,44568,Property
L000338,C051081,2343558,12.71,60,2021-07-08,2021-08-08,2026-07-08,Active,37514,12288,None
L000339,C043000,2032459,10.79,36,2024-07-25,2024-08-25,2027-07-25,Overdue,1558,59992,Vehicle
L000340,C044057,4954277,7.9,24,2020-11-25,2020-12-25,2022-11-25,Overdue,26851,75246,Vehicle
L000341,C059040,3205563,8.2,60,2022-01-09,2022-02-09,2027-01-09,Closed,0,97003,Property
L000342,C039605,422395,12.57,24,2023-08-15,2023-09-15,2025-08-15,Closed,29440,48781,Property
L000343,C035809,4108150,13.0,60,2024-12-08,2025-01-08,2029-12-08,Overdue,29562,42933,Property
L000344,C004706,1539810,11.88,24,2022-01-22,2022-02-22,2024-01-22,Active,21846,86782,Vehicle
L000345,C036425,4446952,11.51,12,2021-12-16,2022-01-16,2022-12-16,Overdue,0,55918,Vehicle
L000346,C037239,1343497,8.41,12,2023-07-17,2023-08-17,2024-07-17,Overdue,44688,50340,Vehicle
L000347,C051867,297156,8.47,24,2023-03-31,2023-04-30,2025-03-31,Overdue,39927,54131,Vehicle
L000348,C043941,4297355,12.7,48,2021-07-02,2021-08-02,2025-07-02,Closed,0,92291,Vehicle
L000349,C065476,2038443,7.23,48,2022-07-17,2022-08-17,2026-07-17,Closed,0,92886,None
L000350,C004202,1645030,10.51,12,2023-07-19,2023-08-19,2024-07-19,Active,0,10821,Vehicle
L000351,C003297,1407625,13.94,48,2024-01-21,2024-02-21,2028-01-21,Active,1805,85485,None
L000352,C027385,3745399,13.48,24,2023-07-10,2023-08-10,2025-07-10,Closed,44634,18709,Property
L000353,C001780,3218039,7.77,48,2021-03-15,2021-04-15,2025-03-15,Overdue,0,52333,Property
L000354,C009174,3606600,13.65,24,2023-08-05,2023-09-05,2025-08-05,Active,0,35879,Vehicle
L000355,C017934,2131093,8.43,60,2020-12-05,2021-01-05,2025-12-05,Overdue,0,87062,Vehicle
L000356,C062631,2728301,10.59,24,2021-05-28,2021-06-28,2023-05-28,Overdue,4085,84536,Vehicle
L000357,C051006,246474,11.72,12,2023-04-16,2023-05-16,2024-04-16,Closed,0,11622,Vehicle
L000358,C016153,92806,9.66,48,2024-08-02,2024-09-02,2028-08-02,Active,0,7292,Vehicle
L000359,C045400,3580764,14.85,48,2022-02-22,2022-03-22,2026-02-22,Closed,0,32081,Vehicle
L000360,C048268,2317721,7.78,12,2020-01-09,2020-02-09,2021-01-09,Active,9917,82019,Vehicle
L000361,C035493,1203906,12.74,60,2022-09-14,2022-10-14,2027-09-14,Closed,21327,45899,None
L000362,C053350,4933690,12.03,24,2020-02-10,2020-03-10,2022-02-10,Overdue,0,22661,Property
L000363,C001805,2632658,12.97,60,2022-03-08,2022-04-08,2027-03-08,Active,0,28191,Vehicle
L000364,C063486,1383337,8.44,36,2021-04-30,2021-05-30,2024-04-30,Overdue,46946,23044,None
L000365,C030384,3102367,14.15,36,2022-10-30,2022-11-30,2025-10-30,Closed,13706,60393,Property
L000366,C055449,3492828,12.25,24,2024-02-21,2024-03-21,2026-02-21,Overdue,19527,84719,Vehicle
L000367,C052404,98001,13.92,36,2024-05-05,2024-06-05,2027-05-05,Closed,49479,27957,Vehicle
L000368,C056616,1551800,14.64,60,2022-04-15,2022-05-15,2027-04-15,Active,0,40734,Property
L000369,C022260,2376328,7.55,36,2022-12-02,2023-01-02,2025-12-02,Closed,0,2138,Property
L000370,C007379,2404195,14.86,12,2022-02-23,2022-03-23,2023-02-23,Overdue,0,76358,None
L000371,C036454,2106252,12.34,48,2024-04-21,2024-05-21,2028-04-21,Active,46319,62872,None
L000372,C030779,515276,9.25,48,2023-07-31,2023-08-31,2027-07-31,Active,0,91619,Property
L000373,C023292,1249227,11.01,60,2021-06-28,2021-07-28,2026-06-28,Closed,37180,3530,None
L000374,C037640,51971,12.99,36,2020-12-28,2021-01-28,2023-12-28,Closed,0,75564,Property
L000375,C054391,1372418,14.66,60,2020-08-26,2020-09-26,2025-08-26,Active,0,84836,Property
L000376,C015122,204102,12.16,60,2022-03-30,2022-04-30,2027-03-30,Closed,19372,8565,None
L000377,C040203,4159101,13.96,60,2022-06-28,2022-07-28,2027-06-28,Active,26372,11959,Vehicle
L000378,C030558,4578138,12.24,48,2022-05-04,2022-06-04,2026-05-04,Closed,0,37192,None
L000379,C057939,4214716,13.48,36,2021-12-05,2022-01-05,2024-12-05,Closed,0,98817,Property
L000380,C064620,1916627,11.61,48,2022-10-29,2022-11-29,2026-10-29,Active,2846,35319,Property
L000381,C060751,3316713,11.63,60,2020-06-10,2020-07-10,2025-06-10,Closed,0,96225,Vehicle
L000382,C002721,1767830,12.26,36,2020-07-25,2020-08-25,2023-07-25,Closed,0,83518,None
L000383,C049333,971716,9.13,36,2024-10-25,2024-11-25,2027-10-25,Closed,0,3335,Vehicle
L000384,C037960,2752137,8.53,36,2024-12-26,2025-01-26,2027-12-26,Overdue,0,81012,Vehicle
L000385,C011215,1280706,7.64,36,2020-05-26,2020-06-26,2023-05-26,Overdue,0,80780,Property
L000386,C037506,297850,7.84,24,2022-03-01,2022-04-01,2024-03-01,Active,0,71406,Property
L000387,C068756,2589029,11.28,12,2024-11-20,2024-12-20,2025-11-20,Overdue,0,19859,Property
L000388,C064404,1929083,13.96,60,2022-06-01,2022-07-01,2027-06-01,Closed,27870,89440,None
L000389,C017205,3597659,12.8,24,2024-10-15,2024-11-15,2026-10-15,Closed,35722,37092,Property
L000390,C027881,1762565,7.12,24,2023-04-20,2023-05-20,2025-04-20,Closed,0,61590,Property
L000391,C027610,4241004,10.4,24,2021-02-19,2021-03-19,2023-02-19,Closed,39404,65778,Property
L000392,C046969,4061231,11.43,60,2022-05-23,2022-06-23,2027-05-23,Overdue,39816,19370,Property
L000393,C045953,3521235,11.7,60,2024-04-20,2024-05-20,2029-04-20,Closed,0,74354,Vehicle
L000394,C062006,4246228,13.37,12,2023-09-29,2023-10-29,2024-09-29,Active,31291,28860,Property
L000395,C050966,573108,8.23,12,2023-01-05,2023-02-05,2024-01-05,Closed,0,20778,Property
L000396,C030486,3508228,11.21,12,2021-06-22,2021-07-22,2022-06-22,Overdue,0,48522,None
L000397,C023061,2827922,14.75,60,2023-04-11,2023-05-11,2028-04-11,Active,8363,81392,None
L000398,C037100,2191292,13.94,24,2022-08-03,2022-09-03,2024-08-03,Closed,0,7373,Property
L000399,C004526,3090899,10.34,36,2022-02-11,2022-03-11,2025-02-11,Overdue,47511,57222,None
L000400,C026483,2333275,8.05,48,2024-12-05,2025-01-05,2028-12-05,Active,0,52689,None
L000401,C003385,4075606,10.36,36,2022-04-25,2022-05-25,2025-04-25,Overdue,0,48614,Vehicle
L000402,C064874,4952479,13.82,12,2021-09-06,2021-10-06,2022-09-06,Active,0,87114,Property
L000403,C046132,3636563,9.06,36,2023-06-01,2023-07-01,2026-06-01,Closed,30240,46838,Vehicle
L000404,C037139,1836234,13.55,24,2021-08-27,2021-09-27,2023-08-27,Closed,0,6775,Vehicle
L000405,C030016,3261044,13.74,24,2020-07-05,2020-08-05,2022-07-05,Closed,0,31240,Property
L000406,C051340,3249138,14.5,12,2022-09-06,2022-10-06,2023-09-06,Overdue,13351,23639,Property
L000407,C000007,4957011,8.53,60,2024-10-25,2024-11-25,2029-10-25,Overdue,0,70060,None
L000408,C058686,2683798,11.18,36,2020-11-14,2020-12-14,2023-11-14,Overdue,0,65544,Property
L000409,C014601,2573050,14.74,36,2021-02-09,2021-03-09,2024-02-09,Active,12711,74087,None
L000410,C055787,1110756,9.5,12,2020-02-12,2020-03-12,2021-02-12,Closed,20104,33906,None
L000411,C056688,4580137,8.73,36,2022-09-13,2022-10-13,2025-09-13,Closed,0,41327,Vehicle
L000412,C002281,4961717,12.05,48,2022-08-12,2022-09-12,2026-08-12,Active,44690,13385,Property
L000413,C031591,1460211,12.85,12,2021-03-21,2021-04-21,2022-03-21,Active,0,63298,None
L000414,C040062,4961984,10.32,36,2020-10-05,2020-11-05,2023-10-05,Overdue,49902,91767,None
L000415,C036379,2461633,8.81,24,2023-03-05,2023-04-05,2025-03-05,Closed,0,79075,None
L000416,C025194,418124,11.23,36,2020-04-04,2020-05-04,2023-04-04,Overdue,0,16293,Vehicle
L000417,C045801,2942454,13.41,12,2021-09-09,2021-10-09,2022-09-09,Overdue,0,78198,Vehicle
L000418,C018538,4086775,13.31,60,2021-04-11,2021-05-11,2026-04-11,Active,28340,44737,None
L000419,C031330,1528757,14.44,12,2021-09-26,2021-10-26,2022-09-26,Closed,10419,84911,Property
L000420,C035031,3312465,8.71,36,2022-02-04,2022-03-04,2025-02-04,Overdue,29490,82767,Property
L000421,C037354,4733721,7.74,36,2023-03-16,2023-04-16,2026-03-16,Overdue,42527,15137,Property
L000422,C041685,1869815,12.26,36,2024-02-24,2024-03-24,2027-02-24,Overdue,25112,6470,Property
L000423,C047058,1563456,13.98,24,2022-07-10,2022-08-10,2024-07-10,Overdue,21216,14477,Property
L000424,C039197,2359116,7.7,60,2021-11-23,2021-12-23,2026-11-23,Overdue,0,53862,Vehicle
L000425,C052240,887596,9.21,48,2022-03-07,2022-04-07,2026-03-07,Active,41250,91915,Property
L000426,C025596,831361,14.29,24,2024-05-27,2024-06-27,2026-05-27,Overdue,0,17776,Property
L000427,C003347,1953513,14.36,36,2021-10-27,2021-11-27,2024-10-27,Overdue,0,30731,None
L000428,C055105,1418673,7.57,36,2022-04-16,2022-05-16,2025-04-16,Overdue,0,24118,Vehicle
L000429,C043998,4394264,8.12,12,2020-11-18,2020-12-18,2021-11-18,Active,0,67560,Property
L000430,C022111,1890572,10.6,36,2023-08-17,2023-09-17,2026-08-17,Overdue,6888,46855,None
L000431,C009630,3446717,9.49,36,2023-02-15,2023-03-15,2026-02-15,Active,10351,55920,None
L000432,C068460,328829,9.35,60,2022-10-12,2022-11-12,2027-10-12,Closed,0,74263,Property
L000433,C045486,542264,12.61,24,2021-12-23,2022-01-23,2023-12-23,Closed,24759,16808,Property
L000434,C018525,671514,10.99,48,2022-10-03,2022-11-03,2026-10-03,Active,0,38005,None
L000435,C000423,2408464,13.82,36,2022-03-16,2022-04-16,2025-03-16,Overdue,0,29532,Vehicle
L000436,C041997,2233158,13.26,24,2020-12-20,2021-01-20,2022-12-20,Overdue,40743,66695,Vehicle
L000437,C040351,1805799,11.14,60,2023-01-30,2023-02-28,2028-01-30,Active,0,17598,None
L000438,C033918,3019716,10.78,12,2020-05-07,2020-06-07,2021-05-07,Overdue,0,55535,Property
L000439,C058745,731459,14.92,48,2023-05-20,2023-06-20,2027-05-20,Overdue,0,6419,Property
L000440,C069263,3361112,12.1,48,2024-10-09,2024-11-09,2028-10-09,Active,0,88936,None
L000441,C035421,1140965,12.2,36,2021-12-13,2022-01-13,2024-12-13,Overdue,0,48703,Property
L000442,C007664,1091607,7.2,12,2024-12-19,2025-01-19,2025-12-19,Closed,28826,22531,Vehicle
L000443,C011025,4162183,13.19,48,2022-01-28,2022-02-28,2026-01-28,Active,3229,61586,Vehicle
L000444,C045058,2952059,10.32,48,2022-12-22,2023-01-22,2026-12-22,Active,0,70761,Property
L000445,C041178,4863492,7.53,36,2020-02-16,2020-03-16,2023-02-16,Closed,41700,55171,Vehicle
L000446,C024052,4158432,12.14,24,2024-06-20,2024-07-20,2026-06-20,Overdue,31441,75869,Property
L000447,C002171,1994660,13.15,48,2021-12-15,2022-01-15,2025-12-15,Closed,25456,10229,Property
L000448,C047830,1377727,10.7,24,2022-10-31,2022-11-30,2024-10-31,Active,0,57311,Vehicle
L000449,C011516,931501,10.79,36,2021-12-18,2022-01-18,2024-12-18,Overdue,37734,29509,None
L000450,C045835,4052636,8.51,24,2023-02-01,2023-03-01,2025-02-01,Active,0,72693,Property
L000451,C037279,2914203,13.42,12,2024-01-13,2024-02-13,2025-01-13,Overdue,0,47728,None
L000452,C038875,1598610,7.61,48,2021-01-02,2021-02-02,2025-01-02,Overdue,18041,13234,Property
L000453,C029223,1822286,12.71,48,2022-08-08,2022-09-08,2026-08-08,Closed,0,74718,Vehicle
L000454,C031483,2922828,7.28,24,2023-08-21,2023-09-21,2025-08-21,Closed,20534,6041,Property
L000455,C009386,1138390,14.88,60,2022-08-10,2022-09-10,2027-08-10,Closed,0,87970,None
L000456,C069307,2248861,13.64,36,2023-03-24,2023-04-24,2026-03-24,Overdue,26710,3713,Property
L000457,C016815,1195577,14.32,12,2022-01-17,2022-02-17,2023-01-17,Overdue,0,81458,Vehicle
L000458,C047229,2437935,11.94,60,2024-10-28,2024-11-28,2029-10-28,Closed,0,27122,Vehicle
L000459,C000567,783694,10.91,24,2022-08-07,2022-09-07,2024-08-07,Closed,0,25357,Vehicle
L000460,C022313,2878978,11.18,48,2023-08-15,2023-09-15,2027-08-15,Overdue,37860,29026,Vehicle
L000461,C019170,4520032,7.8,12,2024-12-06,2025-01-06,2025-12-06,Overdue,35212,97254,None
L000462,C024839,2909139,10.58,12,2024-01-10,2024-02-10,2025-01-10,Closed,18257,42217,Vehicle
L000463,C049064,1192436,7.84,60,2024-07-01,2024-08-01,2029-07-01,Overdue,9993,89794,Property
L000464,C041723,2711857,14.36,12,2021-11-30,2021-12-30,2022-11-30,Closed,41405,27741,Property
L000465,C054343,986018,8.67,60,2024-11-08,2024-12-08,2029-11-08,Overdue,17370,58152,None
L000466,C039802,4590637,10.35,12,2024-04-25,2024-05-25,2025-04-25,Overdue,0,91391,Property
L000467,C042718,4786100,8.24,12,2020-06-22,2020-07-22,2021-06-22,Active,7735,65391,None
L000468,C060654,3224775,13.06,12,2022-09-14,2022-10-14,2023-09-14,Active,0,47625,Vehicle
L000469,C029221,3047270,13.74,12,2020-11-12,2020-12-12,2021-11-12,Closed,0,69930,Vehicle
L000470,C005819,4104365,13.86,48,2024-06-18,2024-07-18,2028-06-18,Closed,0,67852,None
L000471,C020785,2511455,8.22,48,2021-05-05,2021-06-05,2025-05-05,Closed,0,34382,Vehicle
L000472,C058907,1194838,13.47,60,2021-03-17,2021-04-17,2026-03-17,Overdue,19348,85470,Vehicle
L000473,C006821,152860,13.98,48,2024-07-10,2024-08-10,2028-07-10,Active,15045,21194,Vehicle
L000474,C020371,350569,12.86,12,2022-08-09,2022-09-09,2023-08-09,Closed,6865,27932,Property
L000475,C036760,2414203,13.83,12,2021-05-20,2021-06-20,2022-05-20,Overdue,0,32882,Property
L000476,C014592,2408569,13.64,60,2022-04-17,2022-05-17,2027-04-17,Closed,48446,12862,Vehicle
L000477,C068636,4042935,11.78,36,2024-04-03,2024-05-03,2027-04-03,Closed,22631,96406,Property
L000478,C024017,1516162,12.01,48,2022-02-18,2022-03-18,2026-02-18,Overdue,0,55402,Vehicle
L000479,C054795,1331344,13.59,12,2022-09-25,2022-10-25,2023-09-25,Active,21028,95682,Vehicle
L000480,C018450,1814393,11.55,48,2021-04-23,2021-05-23,2025-04-23,Overdue,0,23264,Property
L000481,C033851,1939041,12.92,24,2022-12-28,2023-01-28,2024-12-28,Closed,0,29414,Property
L000482,C032647,4630948,13.45,12,2024-04-29,2024-05-29,2025-04-29,Overdue,40328,73917,None
L000483,C034770,3399699,13.84,24,2021-06-25,2021-07-25,2023-06-25,Overdue,4721,75909,Vehicle
L000484,C012563,4849003,9.96,24,2022-02-19,2022-03-19,2024-02-19,Closed,26187,59877,None
L000485,C042999,2814774,8.76,60,2022-04-06,2022-05-06,2027-04-06,Closed,6159,81598,Property
L000486,C018693,2319345,8.81,48,2023-08-13,2023-09-13,2027-08-13,Closed,27515,78464,None
L000487,C033573,399764,11.94,12,2024-02-25,2024-03-25,2025-02-25,Closed,0,68448,Vehicle
L000488,C020036,4466932,12.25,12,2021-01-18,2021-02-18,2022-01-18,Overdue,0,58014,None
L000489,C001584,3518558,14.51,24,2023-10-06,2023-11-06,2025-10-06,Overdue,44044,71035,Property
L000490,C007873,1451805,11.02,36,2024-05-07,2024-06-07,2027-05-07,Closed,47294,32561,None
L000491,C039613,2148369,12.49,12,2022-09-18,2022-10-18,2023-09-18,Active,0,52838,Property
L000492,C057698,2516293,8.95,24,2020-08-11,2020-09-11,2022-08-11,Closed,0,80944,Property
L000493,C006769,122380,13.92,48,2023-12-22,2024-01-22,2027-12-22,Closed,0,39297,Property
L000494,C052489,895904,11.56,60,2023-03-18,2023-04-18,2028-03-18,Closed,0,68451,Property
L000495,C015154,4228412,9.04,48,2023-08-07,2023-09-07,2027-08-07,Active,44089,94746,None
L000496,C052324,1115283,12.49,36,2024-12-08,2025-01-08,2027-12-08,Active,0,44535,None
L000497,C007415,4015527,7.25,48,2021-02-14,2021-03-14,2025-02-14,Active,0,25072,Vehicle
L000498,C047250,2443212,9.95,48,2022-08-19,2022-09-19,2026-08-19,Closed,0,29226,Vehicle
L000499,C026757,489864,14.17,24,2021-04-01,2021-05-01,2023-04-01,Active,46988,73814,Vehicle
L000500,C039703,129194,8.13,36,2024-11-12,2024-12-12,2027-11-12,Closed,25501,94492,None
